Sentence ##sep#Word#sep#POS#sep#Tag
#sep#when#sep#pos#sep#O
#sep#hospital#sep#pos#sep#O
#sep#data#sep#pos#sep#O
#sep#are#sep#pos#sep#O
#sep#used#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#proxy#sep#pos#sep#O
#sep#measures#sep#pos#sep#O
#sep#for#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#underlying#sep#pos#sep#O
#sep#incidence#sep#pos#sep#O
#sep#rates#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1082#sep#Induction#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#p18INK4c#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#its#sep#pos#sep#O
#sep#predominant#sep#pos#sep#O
#sep#association#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#CDK4#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#CDK6#sep#pos#sep#O
#sep#during#sep#pos#sep#O
#sep#myogenic#sep#pos#sep#O
#sep#differentiation#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1083#sep#Terminal#sep#pos#sep#O
#sep#cell#sep#pos#sep#B-Cell
#sep#differentiation#sep#pos#sep#O
#sep#involves#sep#pos#sep#O
#sep#permanent#sep#pos#sep#O
#sep#withdrawal#sep#pos#sep#O
#sep#from#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#cell#sep#pos#sep#B-Cell
#sep#division#sep#pos#sep#O
#sep#cycle#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1084#sep#The#sep#pos#sep#O
#sep#inhibitors#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#cyclin#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#dependent#sep#pos#sep#O
#sep#kinases#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#CDKs#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#are#sep#pos#sep#O
#sep#potential#sep#pos#sep#O
#sep#molecules#sep#pos#sep#O
#sep#functioning#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#couple#sep#pos#sep#O
#sep#cell#sep#pos#sep#B-Cell
#sep#cycle#sep#pos#sep#O
#sep#arrest#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#cell#sep#pos#sep#B-Cell
#sep#differentiation#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1085#sep#In#sep#pos#sep#O
#sep#murine#sep#pos#sep#O
#sep#C2C12#sep#pos#sep#B-Cell
#sep#myoblast#sep#pos#sep#I-Cell
#sep#cells#sep#pos#sep#I-Cell
#sep#,#sep#pos#sep#O
#sep#G1#sep#pos#sep#O
#sep#CDK#sep#pos#sep#O
#sep#enzymes#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#CDK2#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#CDK4#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#CDK6#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#associate#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#four#sep#pos#sep#O
#sep#CDK#sep#pos#sep#O
#sep#inhibitors#sep#pos#sep#O
#sep#:#sep#pos#sep#O
#sep#p18INK4c#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#p19INK4d#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#p21#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#p27Kip1#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1086#sep#During#sep#pos#sep#O
#sep#induced#sep#pos#sep#O
#sep#myogenesis#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#p21#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#its#sep#pos#sep#O
#sep#associated#sep#pos#sep#O
#sep#CDK#sep#pos#sep#O
#sep#proteins#sep#pos#sep#O
#sep#underwent#sep#pos#sep#O
#sep#an#sep#pos#sep#O
#sep#initial#sep#pos#sep#O
#sep#increase#sep#pos#sep#O
#sep#followed#sep#pos#sep#O
#sep#by#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#decrease#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#cells#sep#pos#sep#B-Cell
#sep#became#sep#pos#sep#O
#sep#terminally#sep#pos#sep#O
#sep#differentiated#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1087#sep#The#sep#pos#sep#O
#sep#level#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#p27#sep#pos#sep#O
#sep#protein#sep#pos#sep#O
#sep#gradually#sep#pos#sep#O
#sep#increased#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#but#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#amount#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#total#sep#pos#sep#O
#sep#associated#sep#pos#sep#O
#sep#CDK#sep#pos#sep#O
#sep#proteins#sep#pos#sep#O
#sep#remained#sep#pos#sep#O
#sep#unchanged#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1088#sep#p19#sep#pos#sep#O
#sep#protein#sep#pos#sep#O
#sep#decreased#sep#pos#sep#O
#sep#gradually#sep#pos#sep#O
#sep#during#sep#pos#sep#O
#sep#differentiation#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#did#sep#pos#sep#O
#sep#its#sep#pos#sep#O
#sep#associated#sep#pos#sep#O
#sep#CDK4#sep#pos#sep#O
#sep#protein#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1089#sep#In#sep#pos#sep#O
#sep#contrast#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#p18#sep#pos#sep#O
#sep#protein#sep#pos#sep#O
#sep#increased#sep#pos#sep#O
#sep#50#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#fold#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#from#sep#pos#sep#O
#sep#negligible#sep#pos#sep#O
#sep#levels#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#proliferating#sep#pos#sep#O
#sep#myoblasts#sep#pos#sep#B-Cell
#sep#to#sep#pos#sep#O
#sep#clearly#sep#pos#sep#O
#sep#detectable#sep#pos#sep#O
#sep#levels#sep#pos#sep#O
#sep#within#sep#pos#sep#O
#sep#8#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#12#sep#pos#sep#O
#sep#h#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#myogenic#sep#pos#sep#O
#sep#induction#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1090#sep#This#sep#pos#sep#O
#sep#initial#sep#pos#sep#O
#sep#rise#sep#pos#sep#O
#sep#was#sep#pos#sep#O
#sep#followed#sep#pos#sep#O
#sep#by#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#precipitous#sep#pos#sep#O
#sep#increase#sep#pos#sep#O
#sep#between#sep#pos#sep#O
#sep#12#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#24#sep#pos#sep#O
#sep#h#sep#pos#sep#O
#sep#postinduction#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#p18#sep#pos#sep#O
#sep#protein#sep#pos#sep#O
#sep#finally#sep#pos#sep#O
#sep#accumulating#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#its#sep#pos#sep#O
#sep#highest#sep#pos#sep#O
#sep#level#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#terminally#sep#pos#sep#O
#sep#differentiated#sep#pos#sep#O
#sep#cells#sep#pos#sep#B-Cell
#sep#.#sep#pos#sep#O
Sentence: 1091#sep#Induction#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#p18#sep#pos#sep#O
#sep#correlated#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#increased#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#sequential#sep#pos#sep#O
#sep#complex#sep#pos#sep#O
#sep#formation#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#first#sep#pos#sep#O
#sep#increasing#sep#pos#sep#O
#sep#association#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#CDK6#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#then#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#CDK4#sep#pos#sep#O
#sep#over#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#course#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#myogenic#sep#pos#sep#O
#sep#differentiation#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1092#sep#All#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#CDK6#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#half#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#CDK4#sep#pos#sep#O
#sep#were#sep#pos#sep#O
#sep#complexed#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#p18#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#terminally#sep#pos#sep#O
#sep#differentiated#sep#pos#sep#O
#sep#C2C12#sep#pos#sep#B-Cell
#sep#cells#sep#pos#sep#I-Cell
#sep#as#sep#pos#sep#O
#sep#well#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#adult#sep#pos#sep#O
#sep#mouse#sep#pos#sep#O
#sep#muscle#sep#pos#sep#B-Tissue
#sep#tissue#sep#pos#sep#I-Tissue
#sep#.#sep#pos#sep#O
Sentence: 1093#sep#Finally#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#kinase#sep#pos#sep#O
#sep#activity#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#CDK2#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#CDK4#sep#pos#sep#O
#sep#decreases#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#C2C12#sep#pos#sep#B-Cell
#sep#cells#sep#pos#sep#I-Cell
#sep#differentiate#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#whereas#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#CDK6#sep#pos#sep#O
#sep#kinase#sep#pos#sep#O
#sep#activity#sep#pos#sep#O
#sep#is#sep#pos#sep#O
#sep#low#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#both#sep#pos#sep#O
#sep#proliferating#sep#pos#sep#O
#sep#myoblasts#sep#pos#sep#B-Cell
#sep#and#sep#pos#sep#O
#sep#differentiated#sep#pos#sep#O
#sep#myotubes#sep#pos#sep#B-Tissue
#sep#.#sep#pos#sep#O
Sentence: 1094#sep#Our#sep#pos#sep#O
#sep#results#sep#pos#sep#O
#sep#indicate#sep#pos#sep#O
#sep#that#sep#pos#sep#O
#sep#p18#sep#pos#sep#O
#sep#may#sep#pos#sep#O
#sep#play#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#critical#sep#pos#sep#O
#sep#role#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#causing#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#/#sep#pos#sep#O
#sep#or#sep#pos#sep#O
#sep#maintaining#sep#pos#sep#O
#sep#permanent#sep#pos#sep#O
#sep#cell#sep#pos#sep#B-Cell
#sep#cycle#sep#pos#sep#O
#sep#arrest#sep#pos#sep#O
#sep#associated#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#mature#sep#pos#sep#O
#sep#muscle#sep#pos#sep#B-Tissue
#sep#formation#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1095#sep#Functional#sep#pos#sep#O
#sep#model#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#benign#sep#pos#sep#O
#sep#paroxysmal#sep#pos#sep#O
#sep#positional#sep#pos#sep#O
#sep#vertigo#sep#pos#sep#O
#sep#using#sep#pos#sep#O
#sep#an#sep#pos#sep#O
#sep#isolated#sep#pos#sep#O
#sep#frog#sep#pos#sep#O
#sep#semicircular#sep#pos#sep#B-Multi-tissue_structure
#sep#canal#sep#pos#sep#I-Multi-tissue_structure
#sep#.#sep#pos#sep#O
Sentence: 1096#sep#Bull#sep#pos#sep#O
#sep#frogs#sep#pos#sep#O
#sep#posterior#sep#pos#sep#B-Multi-tissue_structure
#sep#semicircular#sep#pos#sep#I-Multi-tissue_structure
#sep#canals#sep#pos#sep#I-Multi-tissue_structure
#sep#(#sep#pos#sep#O
#sep#psc#sep#pos#sep#B-Multi-tissue_structure
#sep#)#sep#pos#sep#O
#sep#wee#sep#pos#sep#O
#sep#used#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#simulate#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#condition#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#benign#sep#pos#sep#O
#sep#paroxysmal#sep#pos#sep#O
#sep#positional#sep#pos#sep#O
#sep#vertigo#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#BPPV#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1097#sep#The#sep#pos#sep#O
#sep#psc#sep#pos#sep#B-Multi-tissue_structure
#sep#was#sep#pos#sep#O
#sep#isolated#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#frog#sep#pos#sep#O
#sep#Ringer#sep#pos#sep#O
#sep#'#sep#pos#sep#O
#sep#s#sep#pos#sep#O
#sep#solution#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#saccular#sep#pos#sep#B-Organism_substance
#sep#otoconia#sep#pos#sep#I-Organism_substance
#sep#were#sep#pos#sep#O
#sep#used#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#responsible#sep#pos#sep#O
#sep#material#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#stimulate#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#cupula#sep#pos#sep#B-Multi-tissue_structure
#sep#.#sep#pos#sep#O
Sentence: 1098#sep#When#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#otoconia#sep#pos#sep#B-Organism_substance
#sep#were#sep#pos#sep#O
#sep#placed#sep#pos#sep#O
#sep#on#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#cupular#sep#pos#sep#B-Multi-tissue_structure
#sep#surface#sep#pos#sep#I-Multi-tissue_structure
#sep#to#sep#pos#sep#O
#sep#mimic#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#condition#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#cupulolithiasis#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#psc#sep#pos#sep#B-Multi-tissue_structure
#sep#ampullary#sep#pos#sep#I-Multi-tissue_structure
#sep#nerve#sep#pos#sep#I-Multi-tissue_structure
#sep#action#sep#pos#sep#O
#sep#potentials#sep#pos#sep#O
#sep#instantaneously#sep#pos#sep#O
#sep#changed#sep#pos#sep#O
#sep#according#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#direction#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#gravity#sep#pos#sep#O
#sep#produced#sep#pos#sep#O
#sep#by#sep#pos#sep#O
#sep#otoconia#sep#pos#sep#B-Organism_substance
#sep#.#sep#pos#sep#O
Sentence: 1099#sep#When#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#otoconia#sep#pos#sep#B-Organism_substance
#sep#were#sep#pos#sep#O
#sep#dropped#sep#pos#sep#O
#sep#into#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#canal#sep#pos#sep#B-Multi-tissue_structure
#sep#to#sep#pos#sep#O
#sep#mimic#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#condition#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#moving#sep#pos#sep#O
#sep#otoconia#sep#pos#sep#B-Organism_substance
#sep#in#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#canal#sep#pos#sep#B-Multi-tissue_structure
#sep#,#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#action#sep#pos#sep#O
#sep#potentials#sep#pos#sep#O
#sep#changed#sep#pos#sep#O
#sep#together#sep#pos#sep#O
#sep#with#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#otoconial#sep#pos#sep#B-Organism_substance
#sep#flow#sep#pos#sep#O
#sep#after#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#latent#sep#pos#sep#O
#sep#period#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1100#sep#Both#sep#pos#sep#O
#sep#cupulolithiasis#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#moving#sep#pos#sep#O
#sep#otoconia#sep#pos#sep#B-Organism_substance
#sep#are#sep#pos#sep#O
#sep#possibly#sep#pos#sep#O
#sep#valid#sep#pos#sep#O
#sep#mechanisms#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#BPPV#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#since#sep#pos#sep#O
#sep#they#sep#pos#sep#O
#sep#effectively#sep#pos#sep#O
#sep#stimulate#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#cupula#sep#pos#sep#B-Multi-tissue_structure
#sep#.#sep#pos#sep#O
Sentence: 1101#sep#However#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#moving#sep#pos#sep#O
#sep#otoconia#sep#pos#sep#B-Organism_substance
#sep#with#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#latent#sep#pos#sep#O
#sep#period#sep#pos#sep#O
#sep#would#sep#pos#sep#O
#sep#better#sep#pos#sep#O
#sep#explain#sep#pos#sep#O
#sep#clinical#sep#pos#sep#O
#sep#features#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#BPPV#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1102#sep#[#sep#pos#sep#O
#sep#Considerations#sep#pos#sep#O
#sep#regarding#sep#pos#sep#O
#sep#two#sep#pos#sep#O
#sep#cases#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#macromastia#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#author#sep#pos#sep#O
#sep#'#sep#pos#sep#O
#sep#s#sep#pos#sep#O
#sep#transl#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#]#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1103#sep#Two#sep#pos#sep#O
#sep#cases#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#macromastia#sep#pos#sep#O
#sep#have#sep#pos#sep#O
#sep#been#sep#pos#sep#O
#sep#shown#sep#pos#sep#O
#sep#;#sep#pos#sep#O
#sep#one#sep#pos#sep#O
#sep#which#sep#pos#sep#O
#sep#appeared#sep#pos#sep#O
#sep#during#sep#pos#sep#O
#sep#puberty#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#other#sep#pos#sep#O
#sep#during#sep#pos#sep#O
#sep#menopause#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1104#sep#Histopathological#sep#pos#sep#O
#sep#examination#sep#pos#sep#O
#sep#has#sep#pos#sep#O
#sep#demonstrated#sep#pos#sep#O
#sep#for#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#both#sep#pos#sep#O
#sep#cases#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#cystic#sep#pos#sep#O
#sep#degeneracy#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#glandular#sep#pos#sep#B-Tissue
#sep#tissue#sep#pos#sep#I-Tissue
#sep#with#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#hyperplazia#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#hypertrophy#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#conjunctive#sep#pos#sep#B-Tissue
#sep#tissue#sep#pos#sep#I-Tissue
#sep#.#sep#pos#sep#O
Sentence: 1105#sep#The#sep#pos#sep#O
#sep#pathogeny#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#macromastia#sep#pos#sep#O
#sep#is#sep#pos#sep#O
#sep#being#sep#pos#sep#O
#sep#discussed#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#it#sep#pos#sep#O
#sep#is#sep#pos#sep#O
#sep#demonstrated#sep#pos#sep#O
#sep#both#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#role#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#hypophysis#sep#pos#sep#O
#sep#hormones#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#prolactine#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#growth#sep#pos#sep#O
#sep#hormone#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#ovarian#sep#pos#sep#B-Organ
#sep#hormones#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#estrogens#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1106#sep#The#sep#pos#sep#O
#sep#treatment#sep#pos#sep#O
#sep#was#sep#pos#sep#O
#sep#surgical#sep#pos#sep#O
#sep#for#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#both#sep#pos#sep#O
#sep#cases#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1107#sep#Procedural#sep#pos#sep#O
#sep#memory#sep#pos#sep#O
#sep#stimulation#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#Alzheimer#sep#pos#sep#O
#sep#'#sep#pos#sep#O
#sep#s#sep#pos#sep#O
#sep#disease#sep#pos#sep#O
#sep#:#sep#pos#sep#O
#sep#impact#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#training#sep#pos#sep#O
#sep#programme#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1108#sep#The#sep#pos#sep#O
#sep#study#sep#pos#sep#O
#sep#evaluates#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#efficacy#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#procedural#sep#pos#sep#O
#sep#memory#sep#pos#sep#O
#sep#stimulation#sep#pos#sep#O
#sep#programme#sep#pos#sep#O
#sep#in#sep#pos#sep#O
#sep#mild#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#mild#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#moderate#sep#pos#sep#O
#sep#Alzheimer#sep#pos#sep#O
#sep#'#sep#pos#sep#O
#sep#s#sep#pos#sep#O
#sep#disease#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#AD#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1109#sep#Twenty#sep#pos#sep#O
#sep#basic#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#instrumental#sep#pos#sep#O
#sep#activities#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#daily#sep#pos#sep#O
#sep#living#sep#pos#sep#O
#sep#have#sep#pos#sep#O
#sep#been#sep#pos#sep#O
#sep#selected#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#divided#sep#pos#sep#O
#sep#into#sep#pos#sep#O
#sep#two#sep#pos#sep#O
#sep#groups#sep#pos#sep#O
#sep#,#sep#pos#sep#O
#sep#comparable#sep#pos#sep#O
#sep#for#sep#pos#sep#O
#sep#difficulty#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1110#sep#Ten#sep#pos#sep#O
#sep#normal#sep#pos#sep#O
#sep#elderly#sep#pos#sep#O
#sep#subjects#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#age#sep#pos#sep#O
#sep#68#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#0#sep#pos#sep#O
#sep#+#sep#pos#sep#O
#sep#/#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#4#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#8#sep#pos#sep#O
#sep#years#sep#pos#sep#O
#sep#;#sep#pos#sep#O
#sep#MMSE#sep#pos#sep#O
#sep#score#sep#pos#sep#O
#sep#:#sep#pos#sep#O
#sep#28#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#7#sep#pos#sep#O
#sep#+#sep#pos#sep#O
#sep#/#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#0#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#9#sep#pos#sep#O
#sep#;#sep#pos#sep#O
#sep#education#sep#pos#sep#O
#sep#:#sep#pos#sep#O
#sep#7#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#6#sep#pos#sep#O
#sep#+#sep#pos#sep#O
#sep#/#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#3#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#5#sep#pos#sep#O
#sep#years#sep#pos#sep#O
#sep#)#sep#pos#sep#O
#sep#were#sep#pos#sep#O
#sep#asked#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#perform#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#two#sep#pos#sep#O
#sep#groups#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#daily#sep#pos#sep#O
#sep#activities#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#time#sep#pos#sep#O
#sep#required#sep#pos#sep#O
#sep#to#sep#pos#sep#O
#sep#perform#sep#pos#sep#O
#sep#the#sep#pos#sep#O
#sep#tasks#sep#pos#sep#O
#sep#of#sep#pos#sep#O
#sep#each#sep#pos#sep#O
#sep#group#sep#pos#sep#O
#sep#was#sep#pos#sep#O
#sep#recorded#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#used#sep#pos#sep#O
#sep#as#sep#pos#sep#O
#sep#a#sep#pos#sep#O
#sep#reference#sep#pos#sep#O
#sep#.#sep#pos#sep#O
Sentence: 1111#sep#Ten#sep#pos#sep#O
#sep#mild#sep#pos#sep#O
#sep#and#sep#pos#sep#O
#sep#mild#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#moderate#sep#pos#sep#O
#sep#AD#sep#pos#sep#O
#sep#patients#sep#pos#sep#O
#sep#(#sep#pos#sep#O
#sep#age#sep#pos#sep#O
#sep#77#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#2#sep#pos#sep#O
#sep#+#sep#pos#sep#O
#sep#/#sep#pos#sep#O
#sep#-#sep#pos#sep#O
#sep#5#sep#pos#sep#O
#sep#.#sep#pos#sep#O
#sep#3#sep#pos#sep#O
#sep#years#sep#pos#sep#O
#sep#;#sep#pos#sep#O
#sep#MMSE#sep#pos#sep#O
#sep#score#sep#pos#sep#O
#sep#:#sep#pos#sep#O
#sep#19#sep#pos#sep#O
#sep#.#sep#pos#sep#O
